"","lhs","rhs","support","confidence","lift","count"
"143","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook,person}","{nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook}",0.96551724137931,1,1,28
"144","{nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook,person}","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook}",0.96551724137931,0.96551724137931,1,28
"284","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook,nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook}","{person}",0.96551724137931,1,1,28
"285","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook,person}","{nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook}",0.96551724137931,1,1,28
"286","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook,person}","{nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook}",0.96551724137931,1,1,28
"287","{nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook,nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook,person}","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook}",0.96551724137931,0.96551724137931,1,28
"25","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook}","{nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook}",0.931034482758621,1,1,27
"26","{nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook}","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook}",0.931034482758621,0.931034482758621,1,27
"27","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook}","{nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook}",0.931034482758621,1,1,27
"28","{nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook}","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook}",0.931034482758621,0.931034482758621,1,27
"29","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook}","{person}",0.931034482758621,1,1,27
"30","{person}","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook}",0.931034482758621,0.931034482758621,1,27
"127","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook}","{nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook}",0.931034482758621,1,1,27
"128","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook}","{nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook}",0.931034482758621,1,1,27
"129","{nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook,nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook}","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook}",0.931034482758621,0.931034482758621,1,27
"130","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook}","{person}",0.931034482758621,1,1,27
"131","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,person}","{nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook}",0.931034482758621,1,1,27
"132","{nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook,person}","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook}",0.931034482758621,0.931034482758621,1,27
"133","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook}","{person}",0.931034482758621,1,1,27
"134","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,person}","{nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook}",0.931034482758621,1,1,27
"135","{nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook,person}","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook}",0.931034482758621,0.931034482758621,1,27
"280","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook,nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook}","{person}",0.931034482758621,1,1,27
"281","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook,person}","{nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook}",0.931034482758621,1,1,27
"282","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook,person}","{nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook}",0.931034482758621,1,1,27
"283","{nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook,nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook,person}","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook}",0.931034482758621,0.931034482758621,1,27
"23","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook}","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook}",0.896551724137931,0.962962962962963,0.997354497354497,26
"24","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook}","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook}",0.896551724137931,0.928571428571429,0.997354497354497,26
"118","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook}","{nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook}",0.896551724137931,1,1,26
"119","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook}","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook}",0.896551724137931,0.962962962962963,0.997354497354497,26
"120","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook}","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook}",0.896551724137931,0.928571428571429,0.997354497354497,26
"121","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook}","{nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook}",0.896551724137931,1,1,26
"122","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook}","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook}",0.896551724137931,0.962962962962963,0.997354497354497,26
"123","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook}","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook}",0.896551724137931,0.928571428571429,0.997354497354497,26
"124","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook}","{person}",0.896551724137931,1,1,26
"125","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,person}","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook}",0.896551724137931,0.962962962962963,0.997354497354497,26
"126","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook,person}","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook}",0.896551724137931,0.928571428571429,0.997354497354497,26
"268","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook}","{nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook}",0.896551724137931,1,1,26
"269","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook}","{nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook}",0.896551724137931,1,1,26
"270","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook,nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook}","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook}",0.896551724137931,0.962962962962963,0.997354497354497,26
"271","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook,nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook}","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook}",0.896551724137931,0.928571428571429,0.997354497354497,26
"272","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook}","{person}",0.896551724137931,1,1,26
"273","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook,person}","{nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook}",0.896551724137931,1,1,26
"274","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook,person}","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook}",0.896551724137931,0.962962962962963,0.997354497354497,26
"275","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook,person}","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook}",0.896551724137931,0.928571428571429,0.997354497354497,26
"276","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook}","{person}",0.896551724137931,1,1,26
"277","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook,person}","{nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook}",0.896551724137931,1,1,26
"278","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook,person}","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook}",0.896551724137931,0.962962962962963,0.997354497354497,26
"279","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook,person}","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook}",0.896551724137931,0.928571428571429,0.997354497354497,26
"388","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook,nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook}","{person}",0.896551724137931,1,1,26
"389","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook,person}","{nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook}",0.896551724137931,1,1,26
"390","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook,person}","{nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook}",0.896551724137931,1,1,26
"391","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook,nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook,person}","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook}",0.896551724137931,0.962962962962963,0.997354497354497,26
"392","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook,nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook,person}","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook}",0.896551724137931,0.928571428571429,0.997354497354497,26
"17","{nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}","{nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook}",0.482758620689655,1,1,14
"18","{nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook}","{nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}",0.482758620689655,0.482758620689655,1,14
"19","{nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}","{nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook}",0.482758620689655,1,1,14
"20","{nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook}","{nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}",0.482758620689655,0.482758620689655,1,14
"21","{nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}","{person}",0.482758620689655,1,1,14
"22","{person}","{nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}",0.482758620689655,0.482758620689655,1,14
"109","{nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook,nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}","{nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook}",0.482758620689655,1,1,14
"110","{nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook,nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}","{nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook}",0.482758620689655,1,1,14
"111","{nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook,nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook}","{nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}",0.482758620689655,0.482758620689655,1,14
"112","{nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook,nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}","{person}",0.482758620689655,1,1,14
"113","{nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook,person}","{nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook}",0.482758620689655,1,1,14
"114","{nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook,person}","{nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}",0.482758620689655,0.482758620689655,1,14
"115","{nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook,nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}","{person}",0.482758620689655,1,1,14
"116","{nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook,person}","{nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook}",0.482758620689655,1,1,14
"117","{nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook,person}","{nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}",0.482758620689655,0.482758620689655,1,14
"264","{nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook,nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook,nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}","{person}",0.482758620689655,1,1,14
"265","{nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook,nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook,person}","{nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook}",0.482758620689655,1,1,14
"266","{nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook,nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook,person}","{nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook}",0.482758620689655,1,1,14
"267","{nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook,nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook,person}","{nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}",0.482758620689655,0.482758620689655,1,14
"13","{nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook}",0.448275862068966,0.928571428571429,0.997354497354497,13
"14","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook}","{nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}",0.448275862068966,0.481481481481481,0.997354497354497,13
"15","{nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook}",0.448275862068966,0.928571428571429,0.961734693877551,13
"16","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook}","{nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}",0.448275862068966,0.464285714285714,0.961734693877551,13
"91","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}","{nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook}",0.448275862068966,1,1,13
"92","{nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook,nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook}",0.448275862068966,0.928571428571429,0.997354497354497,13
"93","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook}","{nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}",0.448275862068966,0.481481481481481,0.997354497354497,13
"94","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}","{nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook}",0.448275862068966,1,1,13
"95","{nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook,nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook}",0.448275862068966,0.928571428571429,0.997354497354497,13
"96","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook}","{nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}",0.448275862068966,0.481481481481481,0.997354497354497,13
"97","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}","{person}",0.448275862068966,1,1,13
"98","{nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook,person}","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook}",0.448275862068966,0.928571428571429,0.997354497354497,13
"99","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,person}","{nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}",0.448275862068966,0.481481481481481,0.997354497354497,13
"100","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook,nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}","{nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook}",0.448275862068966,1,1,13
"101","{nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook,nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook}",0.448275862068966,0.928571428571429,0.961734693877551,13
"102","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook}","{nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}",0.448275862068966,0.464285714285714,0.961734693877551,13
"103","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook,nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}","{nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook}",0.448275862068966,1,1,13
"104","{nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook,nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook}",0.448275862068966,0.928571428571429,0.961734693877551,13
"105","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook}","{nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}",0.448275862068966,0.464285714285714,0.961734693877551,13
"106","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook,nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}","{person}",0.448275862068966,1,1,13
"107","{nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook,person}","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook}",0.448275862068966,0.928571428571429,0.961734693877551,13
